idOpstina,NazivOpstineLat,Godina,OznakaOP,Opis,IznosUkupno
80373,Secanj,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),315649
80373,Secanj,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),456748
80373,Secanj,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),425951
80365,Senta,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),545601
80365,Senta,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),721062
80365,Senta,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),652840
80497,sid,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),686455
80497,sid,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),882884
80497,sid,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),878210
71072,Sjenica,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),416592
71072,Sjenica,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),699315
71072,Sjenica,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),672683
71099,Smederevo,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),2216349
71099,Smederevo,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),2550485
71099,Smederevo,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),2939671
71102,Smederevska Palanka,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),787202
71102,Smederevska Palanka,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1028554
71102,Smederevska Palanka,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),992028
71129,Sokobanja,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),313637
71129,Sokobanja,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),455157
71129,Sokobanja,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),449361
80381,Sombor,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1914239
80381,Sombor,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),2371430
80381,Sombor,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),2148162
80390,Srbobran,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),373451
80390,Srbobran,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),550046
80390,Srbobran,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),562661
80403,Sremska Mitrovica,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1571122
80403,Sremska Mitrovica,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),2027383
80403,Sremska Mitrovica,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),2108969
80411,Sremski Karlovci,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),249180
80411,Sremski Karlovci,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),250202
80411,Sremski Karlovci,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),272537
80420,Stara Pazova,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1539754
80420,Stara Pazova,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),2144177
80420,Stara Pazova,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1899906
80438,Subotica,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),3775981
80438,Subotica,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),4372031
80438,Subotica,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),4269675
71137,Surdulica,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),463816
71137,Surdulica,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),773203
71137,Surdulica,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),719983
71056,Svilajnac,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),687685
71056,Svilajnac,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),921986
71056,Svilajnac,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),860815
71064,Svrljig,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),264965
71064,Svrljig,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),413626
71064,Svrljig,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),417768
80446,Temerin,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),570903
80446,Temerin,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),748753
80446,Temerin,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),729398
80454,Titel,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),244898
80454,Titel,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),349383
80454,Titel,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),368807
71153,Topola,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),406428
71153,Topola,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),459896
71153,Topola,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),471422
71161,Trgoviste,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),139081
71161,Trgoviste,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),272128
71161,Trgoviste,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),261358
71170,Trstenik,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),761427
71170,Trstenik,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1056883
71170,Trstenik,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1065478
71188,Tutin,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),524043
71188,Tutin,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),767799
71188,Tutin,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),755629
71218,Ub,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),864401
71218,Ub,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),953512
71218,Ub,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),913084
71145,Uzice,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1896543
71145,Uzice,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),2238850
71145,Uzice,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),2350243
70360,Valjevo,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),2107501
70360,Valjevo,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),2593798
70360,Valjevo,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),2324055
70378,Varvarin,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),264207
70378,Varvarin,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),384358
70378,Varvarin,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),387347
70386,Velika Plana,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),694420
70386,Velika Plana,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),923625
70386,Velika Plana,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),880154
70394,Veliko Gradiste,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),401286
70394,Veliko Gradiste,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),518518
70394,Veliko Gradiste,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),504817
70416,Vladicin Han,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),345780
70416,Vladicin Han,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),598587
70416,Vladicin Han,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),551111
70408,Vladimirci,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),134216
70408,Vladimirci,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),379388
70408,Vladimirci,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),139367
70424,Vlasotince,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),447495
70424,Vlasotince,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),651535
70424,Vlasotince,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),611503
80462,Vrbas,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1033581
80462,Vrbas,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1233833
80462,Vrbas,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1246106
70459,Vrnjacka Banja,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),618460
70459,Vrnjacka Banja,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),749974
70459,Vrnjacka Banja,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),782954
80128,Vrsac,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1438283
80128,Vrsac,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1923888
80128,Vrsac,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1894960
80136,zabalj,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),417273
80136,zabalj,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),635232
80136,zabalj,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),627906
70521,zabari,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),201910
70521,zabari,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),263399
70521,zabari,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),289081
70530,zagubica,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),250240
70530,zagubica,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),387314
70530,zagubica,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),386056
70556,Zajecar,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1248518
70556,Zajecar,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1562078
70556,Zajecar,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),1530007
80144,zitiste,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),520581
80144,zitiste,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),680948
80144,zitiste,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),637522
70548,zitoradja,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),285855
70548,zitoradja,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),412647
70548,zitoradja,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),441771
80152,Zrenjanin,1/1/2011,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),3501869
80152,Zrenjanin,1/1/2012,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),4020551
80152,Zrenjanin,1/1/2013,5002,tekuci prihodi (5003 + 5047 + 5057 + 5067 + 5092 + 5097 + 5101),3695646
80012,Ada,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),229327
80012,Ada,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),300582
80012,Ada,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),304045
70017,Aleksandrovac,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),193930
70017,Aleksandrovac,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),251177
70017,Aleksandrovac,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),252852
70025,Aleksinac,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),473252
70025,Aleksinac,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),325490
70025,Aleksinac,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),510793
80039,Alibunar,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),155767
80039,Alibunar,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),232488
80039,Alibunar,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),204862
80047,Apatin,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),431099
80047,Apatin,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),596343
80047,Apatin,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),552162
70033,Arandjelovac,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),533752
70033,Arandjelovac,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),755996
70033,Arandjelovac,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),720342
70041,Arilje,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),226073
70041,Arilje,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),190050
70041,Arilje,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),223825
70050,Babusnica,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),85978
70050,Babusnica,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),96611
70050,Babusnica,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),87692
80055,Bac,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),137264
80055,Bac,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),183993
80055,Bac,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),170065
80063,Backa Palanka,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),636927
80063,Backa Palanka,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),894282
80063,Backa Palanka,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),900951
80071,Backa Topola,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),452052
80071,Backa Topola,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),596328
80071,Backa Topola,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),574736
80080,Backi Petrovac,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),193718
80080,Backi Petrovac,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),255679
80080,Backi Petrovac,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),233651
70068,Bajina Basta,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),318122
70068,Bajina Basta,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),451323
70068,Bajina Basta,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),415340
70076,Batocina,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),143994
70076,Batocina,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),97725
70076,Batocina,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),138723
80110,Becej,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),379034
80110,Becej,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),582646
80110,Becej,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),551305
80098,Bela Crkva,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),120525
80098,Bela Crkva,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),166153
80098,Bela Crkva,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),155385
70084,Bela Palanka,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),68234
70084,Bela Palanka,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),112172
70084,Bela Palanka,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),147953
80101,Beocin,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),207018
80101,Beocin,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),279560
80101,Beocin,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),256966
70262,Blace,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),91104
70262,Blace,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),120986
70262,Blace,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),103386
70289,Bogatic,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),214764
70289,Bogatic,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),59332
70289,Bogatic,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),194402
70297,Bojnik,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),38931
70297,Bojnik,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),60314
70297,Bojnik,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),57784
70319,Boljevac,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),117826
70319,Boljevac,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),79281
70319,Boljevac,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),119897
70327,Bor,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),783047
70327,Bor,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),1201155
70327,Bor,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),1277604
70335,Bosilegrad,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),108894
70335,Bosilegrad,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),82716
70335,Bosilegrad,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),95923
70343,Brus,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),160806
70343,Brus,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),192682
70343,Brus,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),178112
70351,Bujanovac,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),343628
70351,Bujanovac,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),239404
70351,Bujanovac,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),325541
71242,cacak,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),1424068
71242,cacak,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),1897676
71242,cacak,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),1937288
71234,cajetina,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),339342
71234,cajetina,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),300896
71234,cajetina,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),364239
71196,cicevac,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),65112
71196,cicevac,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),100057
71196,cicevac,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),94031
80489,coka,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),114981
80489,coka,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),152856
80489,coka,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),137112
71226,Crna Trava,1/1/2011,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),16080
71226,Crna Trava,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),22630
71226,Crna Trava,1/1/2013,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),21193
71200,cuprija,1/1/2012,5003,porezi (5004 + 5008 + 5010 + 5017 + 5023 + 5030 + 5033 + 5040),425110
