mun_id,year,plan,actual,budget_data,income_value,income_data,transfers,debt
70629,2011,,,,2506040.0,1.0,708590.0,0.0
70629,2012,,,,5599070.0,1.0,1268620.0,1014210.0
70629,2013,,,,3600750.0,1.0,792850.0,600000.0
70637,2011,2265500.0,1874640.0,1.0,2772260.0,1.0,1054390.0,0.0
70637,2012,3360980.0,2882690.0,1.0,3280230.0,1.0,1654860.0,0.0
70637,2013,3073470.0,2732700.0,1.0,3405720.0,1.0,1797790.0,0.0
70637,2014,2998300.0,2582760.0,1.0,,,,
70637,2015,2825640.0,,1.0,,,,
70645,2011,,,,49007560.0,1.0,8276080.0,3620000.0
70645,2012,,,,58075230.0,1.0,8107320.0,4230000.0
70645,2013,,,,59689870.0,1.0,8150110.0,2400000.0
70653,2011,43820340.0,39023170.0,1.0,39223830.0,1.0,21815890.0,1600000.0
70653,2012,33224380.0,29774260.0,1.0,30617670.0,1.0,9183110.0,0.0
70653,2013,34368170.0,29607260.0,1.0,31810960.0,1.0,7776420.0,0.0
70653,2014,34021120.0,29385200.0,1.0,,,,
70653,2015,35075730.0,,1.0,,,,
70661,2011,3449210.0,2740720.0,1.0,3136700.0,1.0,1601450.0,305430.0
70661,2012,4808800.0,3789350.0,1.0,4299910.0,1.0,2666040.0,440.0
70661,2013,6014500.0,5043080.0,1.0,4785930.0,1.0,2891630.0,244570.0
70661,2014,5821700.0,4493200.0,1.0,,,,
70661,2015,5666980.0,,1.0,,,,
70670,2011,28515480.0,22919260.0,1.0,22653500.0,1.0,4739370.0,737350.0
70670,2012,33114730.0,28429270.0,1.0,28439680.0,1.0,5560730.0,0.0
70670,2013,32798990.0,27128120.0,1.0,26776770.0,1.0,5797060.0,0.0
70670,2014,30404610.0,25530710.0,1.0,,,,
70670,2015,28047040.0,,1.0,,,,
70688,2011,3729999.9,3400465.6,1.0,3731840.0,1.0,1682050.0,0.0
70688,2012,6117046.5,5565356.4,1.0,6243670.0,1.0,3167100.0,0.0
70688,2013,5293993.2,4453163.9,1.0,6536650.0,1.0,3351810.0,0.0
70688,2014,7837886.0,7055758.9,1.0,,,,
70688,2015,6598500.0,,1.0,,,,
70696,2011,3538510.0,3214770.0,1.0,3138270.0,1.0,1633290.0,0.0
70696,2012,4579000.0,4386510.0,1.0,4469150.0,1.0,2612170.0,0.0
70696,2013,4970000.0,4333180.0,1.0,4558680.0,1.0,2725140.0,0.0
70696,2014,5170000.0,4547950.0,1.0,,,,
70696,2015,5110000.0,,1.0,,,,
70700,2011,12777656.0,7665501.0,1.0,8972920.0,1.0,505880.0,0.0
70700,2012,14021259.6,8385872.9,1.0,7447530.0,1.0,632440.0,0.0
70700,2013,13547916.9,8481529.6,1.0,8183750.0,1.0,681260.0,0.0
70700,2014,9987413.3,7676215.0,1.0,,,,
70700,2015,9118092.4,,1.0,,,,
70718,2011,,,,2835250.0,1.0,0.0,0.0
70718,2012,,,,4702990.0,1.0,3112220.0,0.0
70718,2013,,,,5037010.0,1.0,3451360.0,157260.0
70726,2011,25053080.0,22799200.0,1.0,25891620.0,1.0,7231270.0,2014910.0
70726,2012,31175630.0,29471300.0,1.0,31852900.0,1.0,9279820.0,1842820.0
70726,2013,32169430.0,28365350.0,1.0,29595720.0,1.0,9708860.0,0.0
70726,2014,31980550.0,27888430.0,1.0,,,,
70726,2015,36464850.0,,1.0,,,,
70734,2011,15393300.0,13199100.6,1.0,14103830.0,1.0,4433340.0,0.0
70734,2012,21193660.0,17699920.8,1.0,17953400.0,1.0,5947120.0,0.0
70734,2013,23848630.9,18770739.1,1.0,19601330.0,1.0,7662640.0,0.0
70734,2014,21660004.9,17478110.4,1.0,,,,
70734,2015,21406304.5,,1.0,,,,
70742,2011,,,,4930350.0,1.0,1356760.0,400000.0
70742,2012,,,,5741920.0,1.0,1686730.0,0.0
70742,2013,,,,5549970.0,1.0,1697040.0,0.0
70769,2011,2515070.0,2338650.0,1.0,2351880.0,1.0,926110.0,7210.0
70769,2012,3644890.0,3185280.0,1.0,3187120.0,1.0,1383040.0,0.0
70769,2013,4070000.0,3171720.0,1.0,3205520.0,1.0,1446350.0,0.0
70769,2014,3949270.0,3374960.0,1.0,,,,
70769,2015,3919110.0,,1.0,,,,
70777,2011,4580530.0,3386900.0,1.0,3131430.0,1.0,979540.0,0.0
70777,2012,6430140.0,5693610.0,1.0,5972980.0,1.0,2530920.0,0.0
70777,2013,5997080.0,5151820.0,1.0,5021170.0,1.0,2074790.0,0.0
70777,2014,6281700.0,5179810.0,1.0,,,,
70777,2015,6439050.0,,1.0,,,,
70785,2011,,,,6035450.0,1.0,1955980.0,0.0
70785,2012,,,,7154250.0,1.0,2500080.0,0.0
70785,2013,,,,7188040.0,1.0,2858000.0,0.0
70793,2011,3784080.0,3361160.0,1.0,3134120.0,1.0,823470.0,171260.0
70793,2012,4737400.0,3848650.0,1.0,4197550.0,1.0,1568430.0,0.0
70793,2013,4825050.0,3566280.0,1.0,4324660.0,1.0,1625070.0,0.0
70793,2014,5976400.0,4508440.0,1.0,,,,
70793,2015,6471420.0,,1.0,,,,
70807,2011,,,,2024870.0,1.0,1289410.0,0.0
70807,2012,,,,3077030.0,1.0,2215840.0,0.0
70807,2013,,,,3148920.0,1.0,2283530.0,0.0
70815,2011,2784700.0,2635340.0,1.0,2406420.0,1.0,1367570.0,200000.0
70815,2012,3773870.0,3588580.0,1.0,3914510.0,1.0,2425370.0,0.0
70815,2013,4649590.0,4186830.0,1.0,4372920.0,1.0,2558320.0,394510.0
70815,2014,4305470.0,3518970.0,1.0,,,,
70815,2015,4949250.0,,1.0,,,,
70823,2011,,,,2271790.0,1.0,1266590.0,50000.0
70823,2012,,,,3331370.0,1.0,2087010.0,0.0
70823,2013,,,,3289320.0,1.0,1897840.0,0.0
70831,2011,4750120.0,2124570.0,1.0,2314630.0,1.0,958400.0,41500.0
70831,2012,4104700.0,3818840.0,1.0,3636050.0,1.0,1791510.0,40000.0
70831,2013,3763510.0,3236020.0,1.0,3592780.0,1.0,1746940.0,133000.0
70831,2014,4057440.0,3194900.0,1.0,,,,
70831,2015,999360.0,,1.0,,,,
70840,2011,8848670.0,7502161.6,1.0,8855230.0,1.0,2552640.0,0.0
70840,2012,10239500.0,8500201.5,1.0,10394240.0,1.0,2879050.0,0.0
70840,2013,11444650.0,9494255.1,1.0,11222740.0,1.0,3246060.0,442970.0
70840,2014,9987360.1,8413792.6,1.0,,,,
70840,2015,10936585.6,,1.0,,,,
70866,2011,,,,3944910.0,1.0,1142060.0,0.0
70866,2012,,,,5818490.0,1.0,2415970.0,0.0
70866,2013,,,,5900320.0,1.0,2135570.0,0.0
70874,2011,8271050.0,6352040.0,1.0,28692980.0,1.0,4236080.0,2004960.0
70874,2012,9804770.0,9451520.0,1.0,20874070.0,1.0,5686060.0,1001000.0
70874,2013,13302620.0,11469840.0,1.0,19505700.0,1.0,5725310.0,0.0
70874,2014,12428470.0,10470530.0,1.0,,,,
70874,2015,16259060.0,,1.0,,,,
70882,2011,2905750.0,2222040.0,1.0,2238110.0,1.0,1331320.0,0.0
70882,2012,3935630.0,2909660.0,1.0,3175810.0,1.0,2029190.0,0.0
70882,2013,3444730.0,3089720.0,1.0,3139590.0,1.0,2098670.0,0.0
70882,2014,3487980.0,3018490.0,1.0,,,,
70882,2015,3026380.0,,1.0,,,,
70904,2011,13489000.0,10263380.0,1.0,10451740.0,1.0,2259410.0,0.0
70904,2012,13775220.0,11541070.0,1.0,13761280.0,1.0,3141990.0,214460.0
70904,2013,14757000.0,12367390.0,1.0,13546690.0,1.0,3384120.0,230330.0
70904,2014,14347840.0,11044840.0,1.0,,,,
70904,2015,13680000.0,,1.0,,,,
70912,2011,,,,6470730.0,1.0,2410420.0,1165850.0
70912,2012,,,,7547630.0,1.0,3948020.0,31110.0
70912,2013,,,,7637920.0,1.0,4323950.0,0.0
70939,2011,11666970.0,10259570.0,1.0,11953320.0,1.0,2826830.0,5150.0
70939,2012,15710730.0,13625750.0,1.0,15311590.0,1.0,3721190.0,0.0
70939,2013,15628220.0,13203800.0,1.0,15962780.0,1.0,3621230.0,0.0
70939,2014,16233860.0,13371320.0,1.0,,,,
70939,2015,17024360.0,,1.0,,,,
70947,2011,30229050.0,23770740.0,1.0,,,,
70947,2012,32505670.0,23238790.0,1.0,,,,
70947,2013,31959740.0,22395260.0,1.0,,,,
70947,2014,35641530.0,24970660.0,1.0,,,,
70947,2015,25255710.0,,1.0,,,,
70955,2011,4844450.1,4652988.1,1.0,5204140.0,1.0,1420480.0,0.0
70955,2012,6652279.9,6309475.1,1.0,7318480.0,1.0,2371610.0,0.0
70955,2013,6856080.2,6286768.4,1.0,7120290.0,1.0,2257950.0,0.0
70955,2014,7194710.1,6366610.6,1.0,,,,
70955,2015,7680000.0,,1.0,,,,
70963,2011,5461647.1,5526525.9,1.0,5555050.0,1.0,3782130.0,0.0
70963,2012,7671673.6,7688248.2,1.0,7984370.0,1.0,5234960.0,0.0
70963,2013,8486320.9,7640433.4,1.0,7967830.0,1.0,5285200.0,0.0
70963,2014,7847578.6,7620925.6,1.0,,,,
70963,2015,7976905.1,,1.0,,,,
70971,2011,5636290.3,4020750.3,1.0,4339300.0,1.0,1953160.0,160000.0
70971,2012,6980215.9,5928835.8,1.0,6614590.0,1.0,3671710.0,0.0
70971,2013,7375996.6,6198049.4,1.0,6567040.0,1.0,3545360.0,0.0
70971,2014,7510199.8,6263870.9,1.0,,,,
70971,2015,9860613.7,,1.0,,,,
70980,2011,6290150.0,5456500.0,1.0,8776520.0,1.0,2998390.0,0.0
70980,2012,7634820.0,6863270.0,1.0,9535120.0,1.0,4846220.0,0.0
70980,2013,7299880.0,6394770.0,1.0,9084100.0,1.0,4728950.0,0.0
70980,2014,7669460.0,6032550.0,1.0,,,,
70980,2015,7372820.0,,1.0,,,,
70998,2011,,,,8055220.0,1.0,2309170.0,0.0
70998,2012,,,,11868780.0,1.0,3357300.0,0.0
70998,2013,,,,11929610.0,1.0,3684580.0,0.0
71005,2011,1673550.0,1697160.0,1.0,1618180.0,1.0,988550.0,0.0
71005,2012,2627450.0,2455600.0,1.0,2584700.0,1.0,1791420.0,0.0
71005,2013,3005550.0,2256530.0,1.0,2868270.0,1.0,2013680.0,0.0
71005,2014,3620080.0,2584430.0,1.0,,,,
71005,2015,3642730.0,,1.0,,,,
71013,2011,2696920.0,1800950.0,1.0,2673180.0,1.0,1410890.0,214070.0
71013,2012,3662660.0,2905540.0,1.0,3593420.0,1.0,2131770.0,121930.0
71013,2013,3708770.0,2836210.0,1.0,3611010.0,1.0,2378870.0,0.0
71013,2014,3779380.0,2710600.0,1.0,,,,
71013,2015,3495580.0,,1.0,,,,
71021,2011,9285780.0,8261300.0,1.0,7849850.0,1.0,1380080.0,200000.0
71021,2012,8410930.0,8272210.0,1.0,8625610.0,1.0,2259250.0,0.0
71021,2013,9846210.0,8901240.0,1.0,8898190.0,1.0,2365150.0,0.0
71021,2014,8666470.0,7356100.0,1.0,,,,
71021,2015,10111370.0,,1.0,,,,
71030,2011,,,,1907370.0,1.0,1289450.0,67530.0
71030,2012,,,,2826270.0,1.0,2059790.0,30000.0
71030,2013,,,,3006160.0,1.0,2248010.0,0.0
71048,2011,34605640.0,22974380.0,1.0,23462550.0,1.0,9255950.0,1122180.0
71048,2012,36366700.0,27990580.0,1.0,27870980.0,1.0,8576230.0,230460.0
71048,2013,29505720.0,23080540.0,1.0,22664880.0,1.0,5584880.0,398730.0
71048,2014,27252250.0,21786710.0,1.0,,,,
71048,2015,29232200.0,,1.0,,,,
71056,2011,8234223.7,7173715.9,1.0,7740760.0,1.0,1998820.0,841710.0
71056,2012,9121397.4,8441166.5,1.0,9324500.0,1.0,2358620.0,686000.0
71056,2013,10502799.0,9458897.0,1.0,10050780.0,1.0,2546980.0,747700.0
71056,2014,9594999.4,7581271.5,1.0,,,,
71056,2015,10480000.0,,1.0,,,,
71064,2011,3992870.0,2787550.0,1.0,2650100.0,1.0,1515530.0,0.0
71064,2012,4534510.0,4001840.0,1.0,4136790.0,1.0,2782540.0,0.0
71064,2013,5056420.0,3980020.0,1.0,4177790.0,1.0,2829150.0,0.0
71064,2014,5048000.0,4131560.0,1.0,,,,
71064,2015,6418200.0,,1.0,,,,
71072,2011,5950045.0,3979556.8,1.0,4384720.0,1.0,2587520.0,218800.0
71072,2012,9424100.0,7558582.2,1.0,7987470.0,1.0,4724200.0,992450.0
71072,2013,8659370.0,6605609.4,1.0,7009980.0,1.0,4533220.0,281070.0
71072,2014,7832960.0,6453835.8,1.0,,,,
71072,2015,7361054.0,,1.0,,,,
71099,2011,,,,25764330.0,1.0,4156430.0,1483390.0
71099,2012,,,,31287850.0,1.0,4844190.0,1573060.0
71099,2013,,,,25845170.0,1.0,4739800.0,0.0
71102,2011,10031810.0,7970280.0,1.0,8073420.0,1.0,2156210.0,0.0
71102,2012,12043440.0,10348840.0,1.0,10420150.0,1.0,3385070.0,0.0
71102,2013,14044550.0,10178180.0,1.0,10048980.0,1.0,3426900.0,0.0
71102,2014,10478340.0,8487550.0,1.0,,,,
71102,2015,10796150.0,,1.0,,,,
71129,2011,4033950.0,3310140.0,1.0,3348910.0,1.0,1003930.0,0.0
71129,2012,5541270.0,4621380.0,1.0,4779430.0,1.0,1644370.0,0.0
71129,2013,5959570.0,4264470.0,1.0,4594340.0,1.0,1693910.0,0.0
71129,2014,6307940.0,4577600.0,1.0,,,,
71129,2015,7379580.0,,1.0,,,,
71137,2011,6019700.0,4870540.0,1.0,4738900.0,1.0,1396270.0,100740.0
71137,2012,8229860.0,6726120.0,1.0,8196830.0,1.0,2692370.0,464730.0
71137,2013,10142660.0,7260260.0,1.0,7200690.0,1.0,2974520.0,0.0
71137,2014,10014340.0,6774040.0,1.0,,,,
71137,2015,9665400.0,,1.0,,,,
71145,2011,21479275.4,18036725.8,1.0,20073280.0,1.0,3541910.0,1000000.0
71145,2012,25091895.8,21440700.6,1.0,23712520.0,1.0,3410210.0,0.0
71145,2013,23704000.5,21956833.0,1.0,23972310.0,1.0,2672100.0,1460000.0
71145,2014,23293773.3,21217678.7,1.0,,,,
71145,2015,24000000.1,,1.0,,,,
71153,2011,4147640.0,3587480.0,1.0,4302100.0,1.0,1797960.0,230000.0
71153,2012,5217010.0,4296020.0,1.0,4603940.0,1.0,1996690.0,0.0
71153,2013,5245000.0,4486210.0,1.0,4719740.0,1.0,2232240.0,0.0
71153,2014,5820670.0,4870140.0,1.0,,,,
71153,2015,5132370.0,,1.0,,,,
71161,2011,1232600.0,1389490.0,1.0,1390810.0,1.0,780440.0,0.0
71161,2012,2840990.0,2386760.0,1.0,2613580.0,1.0,2035240.0,0.0
71161,2013,3655870.0,2927880.0,1.0,2721280.0,1.0,2210290.0,0.0
71161,2014,3677460.0,2696450.0,1.0,,,,
71161,2015,3172580.0,,1.0,,,,
