,date,pres_name,mun,party_id,mun_id,name_abr,name_full,opo11,in_gov11,in_gov12,opo13,ingov13,fringe13,ingov14,ag1_name_abr,ag1_party_id,ag1_name_full,ag2_name_abr,ag2_party_id,ag2_name_full,ag3_name_abr,ag3_party_id,ag3_name_full,nat_party
2044,2013-09-30,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2045,2013-10-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2046,2013-11-30,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2047,2013-12-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2048,2014-01-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2049,2014-02-28,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2050,2014-03-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2051,2014-04-30,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2052,2014-05-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2053,2014-06-30,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2054,2014-07-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2055,2014-08-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2056,2014-09-30,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2057,2014-10-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2058,2014-11-30,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2059,2014-12-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2060,2015-01-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2061,2015-02-28,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2062,2015-03-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2063,2015-04-30,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2064,2015-05-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2065,2015-06-30,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2066,2015-07-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2067,2015-08-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2068,2015-09-30,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2069,2015-10-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2070,2015-11-30,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2071,2015-12-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2072,2016-01-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2073,2016-02-29,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2074,2016-03-31,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2075,2016-04-30,Mitar Vucurevic,zitiste,1,80144,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2076,2012-07-31,Goran Knezevic,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2077,2012-08-31,Goran Knezevic,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2078,2012-09-30,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2079,2012-10-31,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2080,2012-11-30,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2081,2012-12-31,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2082,2013-01-31,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2083,2013-02-28,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2084,2013-03-31,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2085,2013-04-30,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2086,2013-05-31,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2087,2013-06-30,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2088,2013-07-31,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2089,2013-08-31,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2090,2013-09-30,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2091,2013-10-31,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2092,2013-11-30,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2093,2013-12-31,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2094,2014-01-31,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2095,2014-02-28,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2096,2014-03-31,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2097,2014-04-30,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2098,2014-05-31,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2099,2014-06-30,Ivan Bosnjak,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2100,2014-07-31,Cedomir Janjic,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2101,2014-08-31,Cedomir Janjic,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2102,2014-09-30,Cedomir Janjic,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2103,2014-10-31,Cedomir Janjic,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2104,2014-11-30,Cedomir Janjic,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2105,2014-12-31,Cedomir Janjic,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2106,2015-01-31,Cedomir Janjic,Zrenjanin,1,80152,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2107,2015-02-28,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2108,2015-03-31,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2109,2015-04-30,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2110,2015-05-31,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2111,2015-06-30,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2112,2015-07-31,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2113,2015-08-31,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2114,2015-09-30,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2115,2015-10-31,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2116,2015-11-30,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2117,2015-12-31,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2118,2016-01-31,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2119,2016-02-29,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2120,2016-03-31,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2121,2016-04-30,Stevan Kazimirovic,Irig,1,80187,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2122,2013-09-30,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2123,2013-10-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2124,2013-11-30,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2125,2013-12-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2126,2014-01-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2127,2014-02-28,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2128,2014-03-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2129,2014-04-30,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2130,2014-05-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2131,2014-06-30,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2132,2014-07-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2133,2014-08-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2134,2014-09-30,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2135,2014-10-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2136,2014-11-30,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2137,2014-12-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2138,2015-01-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2139,2015-02-28,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2140,2015-03-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2141,2015-04-30,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2142,2015-05-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2143,2015-06-30,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2144,2015-07-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2145,2015-08-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2146,2015-09-30,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2147,2015-10-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2148,2015-11-30,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2149,2015-12-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2150,2016-01-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2151,2016-02-29,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2152,2016-03-31,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2153,2016-04-30,Pavle Markov,Kikinda,1,80209,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2154,2015-11-30,Jan Husarik,Kovacica,1,80217,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2155,2015-12-31,Jan Husarik,Kovacica,1,80217,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
2156,2016-01-31,Jan Husarik,Kovacica,1,80217,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
