,date,pres_name,mun,party_id,mun_id,name_abr,name_full,in_gov11,ingov12,ingov14,ag1_name_abr,ag1_party_id,ag1_name_full,ag2_name_abr,ag2_party_id,ag2_name_full,nat_party
32,2008-01-01,Slobodan Savic,Bogatic,2,70289,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
33,2009-01-01,Slobodan Savic,Bogatic,2,70289,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
34,2010-01-01,Slobodan Savic,Bogatic,2,70289,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
35,2011-01-01,Slobodan Savic,Bogatic,2,70289,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
36,2008-01-01,Nebojsa Nenadovic,Bojnik,2,70297,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
37,2009-01-01,Nebojsa Nenadovic,Bojnik,2,70297,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
38,2010-01-01,Nebojsa Nenadovic,Bojnik,2,70297,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
39,2011-01-01,Nebojsa Nenadovic,Bojnik,2,70297,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
40,2008-01-01,Zoran Jakovljevic,Valjevo,2,70360,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
41,2009-01-01,Zoran Jakovljevic,Valjevo,2,70360,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
42,2010-01-01,Zoran Jakovljevic,Valjevo,2,70360,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
43,2011-01-01,Zoran Jakovljevic,Valjevo,2,70360,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
44,2008-01-01,Nenad Mitrovic,Vladicin Han,2,70416,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
45,2009-01-01,Nenad Mitrovic,Vladicin Han,2,70416,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
46,2010-01-01,Nenad Mitrovic,Vladicin Han,2,70416,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
47,2011-01-01,Nenad Mitrovic,Vladicin Han,2,70416,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
48,2012-01-01,Nenad Mitrovic,Vladicin Han,2,70416,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
49,2008-01-01,Zoran Seizovic,Vrnjacka Banja,2,70459,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
50,2009-01-01,Zoran Seizovic,Vrnjacka Banja,2,70459,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
51,2010-01-01,Zoran Seizovic,Vrnjacka Banja,2,70459,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
52,2011-01-01,Zoran Seizovic,Vrnjacka Banja,2,70459,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
53,2012-01-01,Zoran Seizovic,Vrnjacka Banja,2,70459,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
54,2010-01-01,Zoran Pajkic,Golubac,2,70475,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
55,2011-01-01,Zoran Pajkic,Golubac,2,70475,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
56,2012-01-01,Zoran Pajkic,Golubac,2,70475,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
57,2013-01-01,Zoran Pajkic,Golubac,2,70475,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
58,2014-01-01,Zoran Pajkic,Golubac,2,70475,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
59,2012-01-01,Milisav Mirkovic,Gornji Milanovac,2,70483,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
60,2013-01-01,Milisav Mirkovic,Gornji Milanovac,2,70483,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
61,2014-01-01,Milisav Mirkovic,Gornji Milanovac,2,70483,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
62,2015-01-01,Milisav Mirkovic,Gornji Milanovac,2,70483,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
63,2016-01-01,Milisav Mirkovic,Gornji Milanovac,2,70483,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
64,2010-01-01,Malisa Alimpijevic,Despotovac,2,70491,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
65,2011-01-01,Malisa Alimpijevic,Despotovac,2,70491,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
66,2012-01-01,Malisa Alimpijevic,Despotovac,2,70491,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
67,2011-01-01,Miodrag Petrovic,Zitoradja,2,70548,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
68,2012-01-01,Miodrag Petrovic,Zitoradja,2,70548,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
69,2013-01-01,Miodrag Petrovic,Zitoradja,2,70548,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
70,2008-01-01,Borislav Busarac,Knic,2,70599,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
71,2009-01-01,Borislav Busarac,Knic,2,70599,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
72,2010-01-01,Borislav Busarac,Knic,2,70599,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
73,2011-01-01,Borislav Busarac,Knic,2,70599,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
74,2008-01-01,Mladen Radosavljevic,Knjazevac,2,70602,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
75,2009-01-01,Mladen Radosavljevic,Knjazevac,2,70602,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
76,2010-01-01,Mladen Radosavljevic,Knjazevac,2,70602,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
77,2011-01-01,Mladen Radosavljevic,Knjazevac,2,70602,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
78,2012-01-01,Mladen Radosavljevic,Knjazevac,2,70602,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
79,2010-01-01,Ljubisa Simovic,Kraljevo,2,70653,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80,2011-01-01,Ljubisa Simovic,Kraljevo,2,70653,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
81,2012-01-01,Ljubisa Simovic,Kraljevo,2,70653,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
82,2009-01-01,Slobodan Kocic,Leskovac,2,70726,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
83,2010-01-01,Slobodan Kocic,Leskovac,2,70726,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
84,2011-01-01,Slobodan Kocic,Leskovac,2,70726,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
85,2012-01-01,Slobodan Kocic,Leskovac,2,70726,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
86,2012-01-01,Predrag Milanovic,Svilajnac,2,71506,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
87,2013-01-01,Predrag Milanovic,Svilajnac,2,71506,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
88,2014-01-01,Predrag Milanovic,Svilajnac,2,71506,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
89,2015-01-01,Predrag Milanovic,Svilajnac,2,71506,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
90,2016-01-01,Predrag Milanovic,Svilajnac,2,71506,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
91,2010-01-01,Vlajko Djordjevic,Negotin,2,70840,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
92,2011-01-01,Vlajko Djordjevic,Negotin,2,70840,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
93,2012-01-01,Vlajko Djordjevic,Negotin,2,70840,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
94,2008-01-01,Sasa Paunovic,Paracin,2,70904,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
95,2009-01-01,Sasa Paunovic,Paracin,2,70904,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
96,2010-01-01,Sasa Paunovic,Paracin,2,70904,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
97,2011-01-01,Sasa Paunovic,Paracin,2,70904,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
98,2012-01-01,Sasa Paunovic,Paracin,2,70904,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
99,2013-01-01,Sasa Paunovic,Paracin,2,70904,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
100,2014-01-01,Sasa Paunovic,Paracin,2,70904,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
101,2015-01-01,Sasa Paunovic,Paracin,2,70904,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
102,2016-01-01,Sasa Paunovic,Paracin,2,70904,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
103,2011-01-01,Miodrag Milosavljevic,Pozarevac,2,70947,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
104,2012-01-01,Miodrag Milosavljevic,Pozarevac,2,70947,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
105,2008-01-01,Milovan Micovic,Pozega,2,70955,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
106,2009-01-01,Milovan Micovic,Pozega,2,70955,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
107,2010-01-01,Milovan Micovic,Pozega,2,70955,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
108,2011-01-01,Milovan Micovic,Pozega,2,70955,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
109,2012-01-01,Milovan Micovic,Pozega,2,70955,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
110,2013-01-01,Milovan Micovic,Pozega,2,70955,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
111,2014-01-01,Milovan Micovic,Pozega,2,70955,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
112,2015-01-01,Milovan Micovic,Pozega,2,70955,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
113,2008-01-01,Zivko Petrovic,Smederevska Palanka,2,71102,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
114,2009-01-01,Zivko Petrovic,Smederevska Palanka,2,71102,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
115,2010-01-01,Zivko Petrovic,Smederevska Palanka,2,71102,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
116,2011-01-01,Zivko Petrovic,Smederevska Palanka,2,71102,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
117,2012-01-01,Radoslav Milojicic,Smederevska Palanka,2,71102,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
118,2013-01-01,Radoslav Milojicic,Smederevska Palanka,2,71102,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
119,2014-01-01,Radoslav Milojicic,Smederevska Palanka,2,71102,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
120,2015-01-01,Radoslav Milojicic,Smederevska Palanka,2,71102,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
121,2016-01-01,Radoslav Milojicic,Smederevska Palanka,2,71102,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
122,2008-01-01,Stevan Djakovic,Trstenik,2,71170,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
123,2009-01-01,Stevan Djakovic,Trstenik,2,71170,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
124,2010-01-01,Stevan Djakovic,Trstenik,2,71170,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
125,2011-01-01,Stevan Djakovic,Trstenik,2,71170,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
126,2012-01-01,Stevan Djakovic,Trstenik,2,71170,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
127,2012-01-01,Nebojsa Miletic,Lapovo,2,71277,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
128,2013-01-01,Nebojsa Miletic,Lapovo,2,71277,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
129,2014-01-01,Nebojsa Miletic,Lapovo,2,71277,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
130,2008-01-01,Dragoslav Crikovic,Nis-Mediana,2,71331,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
131,2009-01-01,Dragoslav Crikovic,Nis-Mediana,2,71331,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
132,2010-01-01,Dragoslav Crikovic,Nis-Mediana,2,71331,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
133,2011-01-01,Dragoslav Crikovic,Nis-Mediana,2,71331,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
134,2008-01-01,Dragan Djilas,Grad Beograd,2,79014,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
135,2009-01-01,Dragan Djilas,Grad Beograd,2,79014,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
136,2010-01-01,Dragan Djilas,Grad Beograd,2,79014,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
137,2011-01-01,Dragan Djilas,Grad Beograd,2,79014,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
138,2012-01-01,Dragan Djilas,Grad Beograd,2,79014,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
139,2013-01-01,Dragan Djilas,Grad Beograd,2,79014,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
140,2014-01-01,Dragan Djilas,Grad Beograd,2,79014,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
141,2008-01-01,Milos Simonovic,Grad Nis,2,79022,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
142,2009-01-01,Milos Simonovic,Grad Nis,2,79022,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
143,2010-01-01,Milos Simonovic,Grad Nis,2,79022,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
144,2011-01-01,Milos Simonovic,Grad Nis,2,79022,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
145,2011-01-01,Dusan Jovanovic,Alibunar,2,80039,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
146,2012-01-01,Dusan Jovanovic,Alibunar,2,80039,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
147,2013-01-01,Dusan Jovanovic,Alibunar,2,80039,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
148,2014-01-01,Dusan Jovanovic,Alibunar,2,80039,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
149,2008-01-01,Vladimir Turan,Backi Petrovac,2,80080,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
150,2009-01-01,Vladimir Turan,Backi Petrovac,2,80080,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
151,2010-01-01,Vladimir Turan,Backi Petrovac,2,80080,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
152,2011-01-01,Vladimir Turan,Backi Petrovac,2,80080,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
153,2012-01-01,Pavel Marcok,Backi Petrovac,2,80080,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
154,2013-01-01,Pavel Marcok,Backi Petrovac,2,80080,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
155,2014-01-01,Pavel Marcok,Backi Petrovac,2,80080,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
156,2015-01-01,Pavel Marcok,Backi Petrovac,2,80080,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
157,2016-01-01,Pavel Marcok,Backi Petrovac,2,80080,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
158,2008-01-01,Branko Stajic,zabalj,2,80136,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
159,2009-01-01,Branko Stajic,zabalj,2,80136,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
160,2010-01-01,Branko Stajic,zabalj,2,80136,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
161,2011-01-01,Branko Stajic,zabalj,2,80136,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
162,2012-01-01,Cedomir Bozic,zabalj,2,80136,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
163,2013-01-01,Cedomir Bozic,zabalj,2,80136,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
164,2015-01-01,Cedomir Bozic,zabalj,2,80136,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
165,2008-01-01,Dragan Milenkovic,zitiste,2,80144,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
166,2009-01-01,Dragan Milenkovic,zitiste,2,80144,DS,Demokratska Stranka,1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
