,mun_id,mun,year,income_value,l6,l2,l3,l4,l2_name_english,l3_name_english,l4_name_english,l6_name_english
1910,70645,Kragujevac,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1911,70653,Kraljevo,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1912,70653,Kraljevo,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1913,70653,Kraljevo,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1914,70661,Krupanj,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1915,70661,Krupanj,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1916,70661,Krupanj,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1917,70670,Krusevac,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1918,70670,Krusevac,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1919,70670,Krusevac,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1920,70696,Kucevo,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1921,70696,Kucevo,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1922,70696,Kucevo,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1923,80233,Kula,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1924,80233,Kula,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1925,80233,Kula,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1926,70688,Kursumlija,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1927,70688,Kursumlija,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1928,70688,Kursumlija,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1929,70700,Lajkovac,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1930,70700,Lajkovac,2011,3440.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1931,70700,Lajkovac,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1932,71277,Lapovo,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1933,71277,Lapovo,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1934,71277,Lapovo,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1935,70718,Lebane,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1936,70718,Lebane,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1937,70718,Lebane,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1938,70726,Leskovac,2012,130.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1939,70726,Leskovac,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1940,70726,Leskovac,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1941,70769,Ljig,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1942,70769,Ljig,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1943,70769,Ljig,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1944,70777,Ljubovija,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1945,70777,Ljubovija,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1946,70777,Ljubovija,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1947,70734,Loznica,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1948,70734,Loznica,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1949,70734,Loznica,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1950,70742,Lucani,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1951,70742,Lucani,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1952,70742,Lucani,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1953,70785,Majdanpek,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1954,70785,Majdanpek,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1955,70785,Majdanpek,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1956,80241,Mali Idjos,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1957,80241,Mali Idjos,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1958,80241,Mali Idjos,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1959,70793,Mali Zvornik,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1960,70793,Mali Zvornik,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1961,70793,Mali Zvornik,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1962,70807,Malo Crni?e,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1963,70807,Malo Crni?e,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1964,70807,Malo Crni?e,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1965,70815,Medvedja,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1966,70815,Medvedja,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1967,70815,Medvedja,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1968,70823,Merosina,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1969,70823,Merosina,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1970,70823,Merosina,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1971,70831,Mionica,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1972,70831,Mionica,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1973,70831,Mionica,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1974,70840,Negotin,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1975,70840,Negotin,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1976,70840,Negotin,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1977,80250,Nova Crnja,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1978,80250,Nova Crnja,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1979,80250,Nova Crnja,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1980,70866,Nova Varos,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1981,70866,Nova Varos,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1982,70866,Nova Varos,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1983,80268,Novi Becej,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1984,80268,Novi Becej,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1985,80268,Novi Becej,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1986,80276,Novi Knezevac,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1987,80276,Novi Knezevac,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1988,80276,Novi Knezevac,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1989,70874,Novi Pazar,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1990,70874,Novi Pazar,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1991,70874,Novi Pazar,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1992,80306,Odzaci,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1993,80306,Odzaci,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1994,80306,Odzaci,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1995,80292,Opovo,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1996,80292,Opovo,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1997,80292,Opovo,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1998,70882,Osecina,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
1999,70882,Osecina,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2000,70882,Osecina,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2001,80314,Pancevo,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2002,80314,Pancevo,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2003,80314,Pancevo,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2004,70904,Para?in,2011,10490.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2005,70904,Para?in,2012,6370.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2006,70904,Para?in,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2007,80322,Pe?inci,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2008,80322,Pe?inci,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2009,80322,Pe?inci,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2010,70912,Petrovac na Mlavi,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2011,70912,Petrovac na Mlavi,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2012,70912,Petrovac na Mlavi,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2013,70939,Pirot,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2014,70939,Pirot,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2015,70939,Pirot,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2016,80349,Plandiste,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2017,80349,Plandiste,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2018,80349,Plandiste,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2019,70955,Pozega,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2020,70955,Pozega,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2021,70955,Pozega,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2022,70963,Presevo,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2023,70963,Presevo,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2024,70963,Presevo,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2025,70971,Priboj,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2026,70971,Priboj,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2027,70971,Priboj,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2028,70980,Prijepolje,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2029,70980,Prijepolje,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2030,70980,Prijepolje,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2031,70998,Prokuplje,2011,234050.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2032,70998,Prokuplje,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2033,70998,Prokuplje,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2034,71013,Raca,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2035,71013,Raca,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2036,71013,Raca,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2037,71021,Raska,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2038,71021,Raska,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2039,71021,Raska,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2040,71005,Razanj,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2041,71005,Razanj,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2042,71005,Razanj,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2043,71030,Rekovac,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2044,71030,Rekovac,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2045,71030,Rekovac,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2046,80357,Ruma,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2047,80357,Ruma,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2048,80357,Ruma,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2049,71269,Sabac,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2050,71269,Sabac,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2051,71269,Sabac,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2052,80373,Secanj,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2053,80373,Secanj,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2054,80373,Secanj,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2055,80365,Senta,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2056,80365,Senta,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2057,80365,Senta,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2058,80497,Sid,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2059,80497,Sid,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2060,80497,Sid,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2061,71072,Sjenica,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2062,71072,Sjenica,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2063,71072,Sjenica,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2064,71099,Smederevo,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2065,71099,Smederevo,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2066,71099,Smederevo,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2067,71102,Smederevska Palanka,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2068,71102,Smederevska Palanka,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2069,71102,Smederevska Palanka,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2070,71129,Sokobanja,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2071,71129,Sokobanja,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2072,71129,Sokobanja,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2073,80381,Sombor,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2074,80381,Sombor,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2075,80381,Sombor,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2076,80390,Srbobran,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2077,80390,Srbobran,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2078,80390,Srbobran,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2079,80403,Sremska Mitrovica,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2080,80403,Sremska Mitrovica,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2081,80403,Sremska Mitrovica,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2082,80411,Sremski Karlovci,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2083,80411,Sremski Karlovci,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2084,80411,Sremski Karlovci,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2085,80420,Stara Pazova,2011,40.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2086,80420,Stara Pazova,2012,100.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2087,80420,Stara Pazova,2013,100.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2088,80438,Subotica,2011,49580.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2089,80438,Subotica,2012,5070.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2090,80438,Subotica,2013,4470.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2091,71137,Surdulica,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2092,71137,Surdulica,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2093,71137,Surdulica,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2094,71056,Svilajnac,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2095,71056,Svilajnac,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2096,71056,Svilajnac,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2097,71064,Svrljig,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2098,71064,Svrljig,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2099,71064,Svrljig,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2100,80446,Temerin,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2101,80446,Temerin,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2102,80446,Temerin,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2103,80454,Titel,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2104,80454,Titel,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2105,80454,Titel,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2106,71153,Topola,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2107,71153,Topola,2012,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2108,71153,Topola,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2109,71161,Trgoviste,2011,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
2110,71161,Trgoviste,2013,0.0,5023,5001,5002,5003,Current income and income from sale of non-financial assets,Current income,Taxes,Taxes on international trade and transactions
