mun_id,year, domestic borrowing, foreign borrowing, sale forest and water, sale of domestic financial assets, sale of foreign financial assets, sale of goods for resale, sale of inventories, sale of land, sale of other fixed assets , sale of stockpiles, sale of valuables, sale underground valuables,Donations from foreign governments,Donations from international organizations,Excises,"Fines, penalties and forfeits",Income from sale of movable property,Memorandum items for expenditures refund ,Memorandum items for expenditures refund from the previous year,Mixed and indefinite income,Other social contributions,Other taxes,Property income,Revenue from the budget,Sales of goods and services,Single tax on exra profit and extra assets acquired using special benefits,Social security contributions,Taxes on goods and services,"Taxes on income, profits and capital gains ",Taxes on international trade and transactions,Taxes on payroll and workforce,Taxes on property,Transfers between budget users at the same level,Transfers from other level of government,Voluntary transfers other than grants,proceeds from the real estate sales
70041,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70100.0,0.0,27310.0,0.0,43090.0,980.0,68910.0,0.0,125720.0,59470.0,9080.0,258340.0,0.0,0.0,55070.0,1784230.0,0.0,0.0,273230.0,98690.0,1120330.0,46030.0,0.0
70050,2011,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2580.0,0.0,3340.0,0.0,20850.0,7070.0,85530.0,0.0,38000.0,39730.0,2860.0,24260.0,0.0,0.0,0.0,726630.0,0.0,0.0,95150.0,57070.0,1230420.0,340.0,0.0
70050,2012,0.0,0.0,0.0,100.0,0.0,26010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86540.0,0.0,2710.0,0.0,5850.0,0.0,110670.0,0.0,22740.0,60960.0,0.0,48440.0,0.0,0.0,0.0,845530.0,0.0,0.0,97840.0,1130.0,2617030.0,200.0,0.0
70050,2013,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100.0,0.0,3690.0,0.0,21440.0,0.0,141410.0,0.0,0.0,83500.0,0.0,14100.0,0.0,0.0,6770.0,733970.0,0.0,0.0,136180.0,0.0,2587360.0,0.0,0.0
70068,2011,169910.0,0.0,0.0,13630.0,0.0,17380.0,0.0,0.0,1660.0,0.0,0.0,0.0,0.0,20160.0,0.0,24450.0,0.0,27720.0,3280.0,173020.0,0.0,687570.0,1476930.0,0.0,1893170.0,0.0,0.0,324890.0,1710830.0,0.0,70.0,457860.0,5800.0,1161950.0,7220.0,0.0
70068,2012,0.0,37100.0,0.0,0.0,0.0,21330.0,0.0,0.0,4810.0,0.0,0.0,0.0,0.0,0.0,0.0,28050.0,0.0,45760.0,0.0,98320.0,0.0,543700.0,1262450.0,0.0,1796970.0,0.0,0.0,233080.0,2664610.0,0.0,0.0,1071840.0,2770.0,1781190.0,25060.0,17910.0
70068,2013,200000.0,0.0,0.0,0.0,0.0,1530.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,2760.0,0.0,23990.0,0.0,22470.0,260.0,52760.0,0.0,440210.0,1206860.0,0.0,284810.0,0.0,0.0,299850.0,2441900.0,0.0,20.0,971420.0,20330.0,2070730.0,25600.0,42250.0
70076,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40870.0,0.0,35710.0,0.0,11810.0,0.0,18720.0,0.0,106190.0,440010.0,0.0,81950.0,0.0,0.0,85430.0,661240.0,0.0,0.0,124390.0,0.0,1099320.0,0.0,0.0
70076,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82070.0,0.0,43580.0,0.0,15820.0,0.0,31990.0,0.0,125970.0,450380.0,0.0,61460.0,0.0,0.0,80120.0,1099120.0,10.0,0.0,134720.0,0.0,1597360.0,600.0,0.0
70076,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65180.0,0.0,0.0,0.0,0.0,0.0,16910.0,0.0,35480.0,0.0,8630.0,0.0,24500.0,0.0,88990.0,465150.0,0.0,113660.0,0.0,0.0,84810.0,1049640.0,0.0,0.0,163790.0,0.0,1248670.0,0.0,0.0
70084,2011,256390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58520.0,0.0,6820.0,0.0,3990.0,0.0,66540.0,0.0,25080.0,30140.0,0.0,16380.0,0.0,0.0,45590.0,544020.0,0.0,0.0,67650.0,0.0,1476210.0,1620.0,0.0
70084,2012,9780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,156180.0,0.0,8110.0,0.0,16630.0,0.0,50140.0,0.0,31680.0,112600.0,0.0,24660.0,0.0,0.0,67660.0,931530.0,0.0,90.0,90760.0,0.0,2921120.0,770.0,0.0
70084,2013,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173690.0,0.0,9760.0,0.0,26410.0,0.0,69000.0,0.0,28410.0,129390.0,0.0,27110.0,0.0,0.0,95400.0,1279610.0,0.0,130.0,75980.0,0.0,2572840.0,0.0,0.0
70262,2011,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25530.0,0.0,6100.0,3290.0,22780.0,0.0,47610.0,63190.0,0.0,124150.0,0.0,0.0,51160.0,694410.0,0.0,0.0,117860.0,34380.0,941180.0,20930.0,0.0
70262,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2280.0,0.0,30850.0,0.0,16750.0,3360.0,42130.0,0.0,56730.0,89060.0,0.0,99620.0,0.0,0.0,57270.0,990450.0,0.0,0.0,105410.0,31100.0,1816230.0,950.0,0.0
70262,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33370.0,0.0,5690.0,2200.0,40010.0,0.0,45780.0,103640.0,0.0,119020.0,0.0,0.0,28010.0,864640.0,0.0,30.0,95400.0,33470.0,1798090.0,23190.0,0.0
70289,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16590.0,0.0,16550.0,0.0,2090.0,0.0,23400.0,41490.0,119490.0,60650.0,0.0,0.0,95000.0,392220.0,0.0,0.0,82700.0,0.0,1144430.0,1290.0,0.0
70289,2012,259620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39540.0,0.0,19200.0,14480.0,28420.0,0.0,75870.0,222220.0,104420.0,165260.0,0.0,0.0,193100.0,1550440.0,0.0,10.0,328220.0,2370.0,3138450.0,297800.0,0.0
70289,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81360.0,0.0,35450.0,0.0,28660.0,12620.0,12870.0,0.0,82840.0,217550.0,123400.0,172010.0,0.0,0.0,127410.0,1490890.0,0.0,20.0,242860.0,3210.0,3499060.0,3050.0,0.0
70297,2011,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15030.0,0.0,4480.0,1930.0,5440.0,0.0,17870.0,138430.0,0.0,25300.0,0.0,0.0,27140.0,308020.0,0.0,260.0,36020.0,0.0,1243740.0,900.0,0.0
70297,2012,0.0,0.0,0.0,60310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14720.0,0.0,25910.0,5700.0,5460.0,0.0,23610.0,159010.0,0.0,18300.0,0.0,0.0,29760.0,499090.0,0.0,10.0,50670.0,0.0,2170380.0,2200.0,0.0
70297,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2208310.0,0.0,0.0,18500.0,0.0,9910.0,1780.0,63080.0,0.0,20340.0,165320.0,0.0,11280.0,0.0,0.0,28560.0,471070.0,0.0,0.0,57870.0,0.0,0.0,1170.0,0.0
70319,2011,121700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19780.0,0.0,13230.0,1300.0,16690.0,0.0,32060.0,0.0,112700.0,163220.0,89990.0,84190.0,0.0,0.0,71470.0,514160.0,0.0,-20.0,94500.0,0.0,1391630.0,25450.0,0.0
70319,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39380.0,0.0,13530.0,0.0,1740.0,960.0,32020.0,0.0,106650.0,157160.0,125360.0,47620.0,0.0,0.0,75140.0,863320.0,0.0,30.0,133120.0,0.0,2233150.0,24520.0,38500.0
70319,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12400.0,0.0,13300.0,0.0,18540.0,0.0,16890.0,0.0,71560.0,192330.0,4230.0,29010.0,0.0,0.0,58730.0,946220.0,0.0,0.0,122460.0,0.0,2512020.0,37850.0,144650.0
70327,2011,108580.0,0.0,0.0,470.0,0.0,120760.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,109130.0,0.0,61730.0,0.0,33420.0,970.0,44670.0,0.0,445190.0,1406070.0,0.0,445280.0,0.0,0.0,755040.0,5555750.0,0.0,-20.0,1074510.0,170000.0,2826470.0,242240.0,68140.0
70327,2012,382930.0,0.0,0.0,0.0,0.0,94840.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,222370.0,0.0,54520.0,0.0,83870.0,12130.0,53100.0,0.0,508610.0,911710.0,0.0,538550.0,0.0,0.0,524910.0,10149540.0,0.0,16950.0,811540.0,80000.0,3114550.0,89510.0,86610.0
70327,2013,0.0,0.0,0.0,0.0,0.0,81030.0,50.0,81460.0,0.0,0.0,0.0,0.0,0.0,138360.0,0.0,66020.0,0.0,92510.0,15910.0,47820.0,0.0,484470.0,1264280.0,0.0,563640.0,0.0,0.0,1845700.0,9521850.0,0.0,1460.0,922560.0,0.0,3616060.0,27010.0,102970.0
70335,2011,0.0,0.0,0.0,0.0,0.0,8330.0,0.0,0.0,0.0,0.0,0.0,0.0,10250.0,0.0,0.0,1810.0,0.0,18130.0,0.0,46880.0,0.0,404910.0,20380.0,500.0,18140.0,0.0,0.0,19710.0,368280.0,0.0,0.0,34260.0,2040.0,989090.0,13640.0,0.0
70335,2012,0.0,0.0,0.0,0.0,0.0,45340.0,0.0,0.0,0.0,0.0,0.0,0.0,120470.0,10100.0,0.0,2150.0,0.0,38450.0,0.0,57620.0,0.0,371230.0,49320.0,8120.0,20520.0,0.0,0.0,21180.0,639570.0,0.0,0.0,56960.0,4030.0,2482190.0,7270.0,2830.0
70335,2013,0.0,0.0,0.0,0.0,0.0,5100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7230.0,0.0,3050.0,0.0,15510.0,0.0,17130.0,0.0,243650.0,28500.0,0.0,83470.0,0.0,0.0,23880.0,635620.0,0.0,0.0,56080.0,5890.0,2818130.0,310.0,1610.0
70343,2011,0.0,0.0,0.0,6400.0,0.0,0.0,0.0,0.0,5250.0,0.0,0.0,0.0,0.0,23700.0,0.0,19000.0,0.0,2290.0,0.0,39490.0,0.0,348280.0,51730.0,67220.0,291580.0,0.0,0.0,114920.0,891970.0,0.0,0.0,252890.0,0.0,1028710.0,0.0,820.0
70343,2012,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90350.0,0.0,0.0,26330.0,1770.0,4760.0,0.0,48020.0,0.0,193760.0,37330.0,68250.0,155050.0,0.0,0.0,127290.0,1311680.0,0.0,0.0,294090.0,0.0,1962840.0,230.0,870.0
70343,2013,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,28440.0,0.0,3820.0,4440.0,103290.0,0.0,159480.0,38600.0,72130.0,128620.0,0.0,0.0,97950.0,1217240.0,0.0,20.0,306430.0,0.0,2019490.0,5000.0,830.0
70351,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,86480.0,0.0,27300.0,0.0,39270.0,720.0,187600.0,0.0,255070.0,130740.0,282910.0,205160.0,0.0,0.0,289930.0,1625740.0,0.0,240.0,223060.0,0.0,3488440.0,2750.0,120.0
70351,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7190.0,0.0,36430.0,0.0,33120.0,760.0,258740.0,0.0,302680.0,107570.0,231520.0,226830.0,0.0,0.0,265620.0,2596920.0,0.0,0.0,271060.0,400.0,5015030.0,2490.0,130.0
70351,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,0.0,62070.0,0.0,28210.0,0.0,232600.0,0.0,207010.0,171610.0,246910.0,302890.0,0.0,0.0,163190.0,2531620.0,0.0,170.0,353420.0,1570.0,5513680.0,4420.0,0.0
70360,2011,0.0,0.0,0.0,157500.0,0.0,3620.0,0.0,0.0,0.0,20910.0,0.0,0.0,0.0,33520.0,0.0,140960.0,17500.0,33450.0,770.0,615260.0,0.0,459080.0,463910.0,2042810.0,2257350.0,0.0,0.0,947540.0,8109280.0,0.0,6560.0,2207580.0,96300.0,3606320.0,54320.0,8150.0
70360,2012,0.0,0.0,0.0,58630.0,0.0,1110.0,0.0,674070.0,0.0,25110.0,0.0,0.0,0.0,33100.0,0.0,166580.0,0.0,143020.0,0.0,424190.0,0.0,454190.0,455520.0,0.0,1511530.0,0.0,0.0,1011780.0,12447240.0,0.0,60.0,2228290.0,0.0,6967000.0,95480.0,105490.0
70360,2013,0.0,97040.0,0.0,0.0,0.0,2300.0,0.0,0.0,1500.0,12220.0,0.0,0.0,0.0,0.0,0.0,214130.0,0.0,115420.0,1360.0,192990.0,0.0,343190.0,867550.0,0.0,1664520.0,0.0,0.0,769370.0,11496460.0,0.0,430.0,2315960.0,0.0,5237920.0,21250.0,108110.0
70378,2011,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18510.0,0.0,0.0,0.0,40160.0,0.0,115740.0,154430.0,0.0,13490.0,0.0,0.0,94210.0,558680.0,0.0,0.0,156840.0,0.0,1490010.0,0.0,0.0
70378,2012,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24060.0,0.0,0.0,0.0,33630.0,0.0,247500.0,70940.0,0.0,30020.0,0.0,0.0,86210.0,813300.0,0.0,0.0,157900.0,0.0,2409910.0,0.0,0.0
70378,2013,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24380.0,0.0,0.0,0.0,30880.0,0.0,86230.0,69120.0,0.0,11900.0,0.0,0.0,71260.0,748470.0,0.0,0.0,172540.0,0.0,2628800.0,0.0,0.0
70386,2011,0.0,50.0,0.0,0.0,0.0,10020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57470.0,40.0,11570.0,0.0,372950.0,0.0,165540.0,223760.0,0.0,182970.0,0.0,0.0,314300.0,2757210.0,0.0,0.0,545570.0,7650.0,2280780.0,24430.0,3950.0
70386,2012,0.0,0.0,0.0,100.0,0.0,15660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060.0,0.0,60810.0,0.0,15210.0,0.0,216420.0,0.0,126650.0,141460.0,0.0,190000.0,0.0,0.0,312450.0,4155030.0,0.0,20.0,495580.0,7480.0,3494460.0,18620.0,15900.0
70386,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5060.0,0.0,0.0,63700.0,360.0,1780.0,0.0,243950.0,0.0,111980.0,138150.0,0.0,249410.0,0.0,0.0,173880.0,3682150.0,0.0,0.0,493750.0,5200.0,3630770.0,1760.0,3060.0
70394,2011,10000.0,0.0,0.0,12850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28320.0,0.0,30240.0,0.0,97240.0,0.0,78030.0,324790.0,91220.0,796020.0,0.0,0.0,186460.0,763630.0,0.0,0.0,229530.0,0.0,1357070.0,30310.0,0.0
70394,2012,0.0,0.0,0.0,14840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29030.0,0.0,32000.0,0.0,311420.0,0.0,45470.0,274210.0,87600.0,514290.0,0.0,0.0,160130.0,1136460.0,0.0,0.0,218620.0,0.0,2175820.0,63120.0,0.0
70394,2013,0.0,0.0,0.0,16630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35680.0,0.0,49480.0,0.0,232530.0,0.0,55850.0,394840.0,80420.0,352440.0,0.0,0.0,110070.0,1104850.0,0.0,80.0,355150.0,0.0,2351910.0,61880.0,0.0
70408,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70408,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1393670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70408,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32330.0,0.0,0.0,0.0,161880.0,0.0,34420.0,262710.0,0.0,17180.0,0.0,0.0,66250.0,971270.0,0.0,0.0,138810.0,0.0,2109030.0,0.0,0.0
70416,2011,400000.0,0.0,0.0,0.0,0.0,38700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740.0,0.0,0.0,0.0,4440.0,2860.0,62200.0,0.0,0.0,0.0,3324770.0,43250.0,0.0,0.0,0.0,9160.0,0.0,0.0,0.0,60.0,0.0,9320.0,0.0
70416,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3711740.0,0.0,14510.0,0.0,0.0,16210.0,29160.0,0.0,151770.0,372210.0,0.0,16620.0,0.0,0.0,79970.0,1480020.0,0.0,90.0,113570.0,0.0,0.0,0.0,0.0
70416,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110140.0,0.0,30270.0,0.0,0.0,4290.0,42730.0,0.0,125010.0,514000.0,0.0,13150.0,0.0,0.0,52860.0,1433360.0,0.0,10.0,124420.0,0.0,3060870.0,0.0,0.0
70424,2011,60000.0,0.0,0.0,190.0,0.0,0.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,17010.0,0.0,35440.0,0.0,570.0,8950.0,25460.0,0.0,67660.0,50190.0,170980.0,239460.0,0.0,0.0,151400.0,1254110.0,0.0,10.0,121100.0,0.0,2305810.0,26800.0,0.0
70424,2012,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197620.0,0.0,0.0,35790.0,0.0,36180.0,570.0,6790.0,0.0,50290.0,54450.0,207470.0,185800.0,0.0,0.0,160560.0,1968070.0,0.0,50.0,99120.0,0.0,3485320.0,27270.0,0.0
70424,2013,233960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23140.0,0.0,35880.0,0.0,15500.0,0.0,10750.0,0.0,51860.0,52960.0,163270.0,186840.0,0.0,0.0,107170.0,1836520.0,0.0,0.0,193060.0,0.0,3431120.0,6960.0,0.0
70459,2011,428830.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,2580.0,0.0,0.0,0.0,51890.0,3320.0,0.0,85110.0,0.0,42040.0,0.0,276070.0,0.0,121000.0,334040.0,106710.0,991690.0,0.0,0.0,432380.0,1890260.0,0.0,10.0,1009540.0,6500.0,756140.0,77900.0,0.0
70459,2012,475000.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,210370.0,266880.0,0.0,70750.0,0.0,48540.0,0.0,258300.0,0.0,117460.0,315630.0,113310.0,564040.0,0.0,0.0,335920.0,2560900.0,0.0,0.0,911710.0,1300.0,1670330.0,54300.0,0.0
70459,2013,1395200.0,0.0,0.0,1550.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,65830.0,0.0,59340.0,0.0,24190.0,43890.0,309450.0,0.0,201740.0,462170.0,107730.0,973240.0,0.0,0.0,449680.0,2392260.0,0.0,0.0,993940.0,1500.0,1735560.0,9020.0,0.0
70467,2011,0.0,0.0,0.0,0.0,0.0,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,188810.0,26840.0,0.0,3620.0,320.0,42830.0,0.0,5000.0,0.0,25360.0,98170.0,0.0,147110.0,0.0,0.0,39270.0,370990.0,0.0,60.0,20920.0,0.0,1030080.0,0.0,2130.0
70467,2012,0.0,0.0,0.0,0.0,0.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,26090.0,7560.0,0.0,4760.0,0.0,25960.0,0.0,13520.0,0.0,16180.0,96740.0,0.0,110840.0,0.0,0.0,40930.0,538810.0,0.0,0.0,23820.0,0.0,2119530.0,1190.0,0.0
70467,2013,0.0,0.0,0.0,0.0,0.0,2930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5310.0,0.0,4530.0,0.0,25490.0,970.0,149360.0,0.0,14570.0,115510.0,0.0,13160.0,0.0,0.0,27320.0,544610.0,0.0,0.0,44810.0,0.0,1670910.0,0.0,0.0
70475,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9350.0,59250.0,0.0,6810.0,0.0,0.0,0.0,49640.0,0.0,38450.0,34060.0,0.0,45310.0,0.0,0.0,86930.0,381890.0,0.0,0.0,109490.0,0.0,942540.0,50930.0,0.0
70475,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,8540.0,0.0,11110.0,0.0,65330.0,0.0,38450.0,48920.0,0.0,43970.0,0.0,0.0,85840.0,548580.0,0.0,0.0,89930.0,0.0,1703400.0,8150.0,0.0
70475,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54960.0,0.0,9760.0,0.0,2920.0,190.0,64750.0,0.0,22080.0,62420.0,0.0,36380.0,0.0,0.0,67380.0,532400.0,0.0,800.0,124240.0,0.0,1855070.0,0.0,0.0
70483,2011,170010.0,0.0,0.0,0.0,0.0,14420.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,99570.0,0.0,85320.0,0.0,58240.0,11830.0,122380.0,0.0,337300.0,1133860.0,0.0,846270.0,0.0,0.0,333350.0,3808170.0,0.0,430.0,943950.0,416760.0,1858300.0,263610.0,0.0
70483,2012,0.0,0.0,0.0,10.0,0.0,10130.0,0.0,0.0,1030.0,0.0,0.0,0.0,10980.0,129380.0,0.0,92870.0,0.0,81650.0,12100.0,122820.0,0.0,322410.0,1354180.0,0.0,690860.0,0.0,0.0,321490.0,5928020.0,0.0,0.0,947740.0,147240.0,2335850.0,295830.0,980.0
70483,2013,0.0,0.0,0.0,0.0,0.0,14720.0,0.0,0.0,1090.0,0.0,0.0,0.0,0.0,27760.0,0.0,98400.0,0.0,45640.0,9310.0,465320.0,0.0,217440.0,1394140.0,0.0,310640.0,0.0,0.0,181020.0,5874340.0,0.0,490.0,964660.0,0.0,2847820.0,242520.0,236120.0
70491,2011,300000.0,0.0,0.0,610.0,0.0,24650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19150.0,0.0,26530.0,0.0,68740.0,290.0,206590.0,0.0,162480.0,489780.0,0.0,281720.0,0.0,0.0,540870.0,1069420.0,0.0,0.0,382610.0,0.0,2176030.0,15950.0,0.0
70491,2012,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28750.0,0.0,0.0,0.0,131640.0,0.0,128050.0,467440.0,0.0,148990.0,0.0,0.0,391630.0,1951170.0,0.0,343250.0,404440.0,0.0,2486790.0,0.0,0.0
70491,2013,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10540.0,0.0,34020.0,0.0,26760.0,1620.0,89090.0,0.0,117630.0,381570.0,0.0,145390.0,0.0,0.0,201610.0,2352850.0,0.0,10.0,415690.0,0.0,2880850.0,20630.0,0.0
70505,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9910.0,0.0,0.0,0.0,0.0,212030.0,0.0,11260.0,0.0,8300.0,0.0,75990.0,0.0,55470.0,1692090.0,6710.0,78960.0,0.0,0.0,89610.0,790680.0,0.0,6520.0,80540.0,0.0,892950.0,4130.0,0.0
70505,2012,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,259510.0,0.0,11670.0,0.0,0.0,0.0,73230.0,0.0,56240.0,1786780.0,12500.0,74330.0,0.0,0.0,61690.0,1185080.0,0.0,0.0,81330.0,4700.0,1198550.0,4820.0,0.0
70505,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26750.0,0.0,12220.0,3720.0,210.0,590.0,209330.0,0.0,71390.0,2239150.0,20.0,44890.0,0.0,0.0,58010.0,952330.0,0.0,0.0,132490.0,20250.0,1558290.0,15440.0,0.0
70513,2011,0.0,0.0,0.0,0.0,0.0,3220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,13240.0,0.0,7030.0,8240.0,47290.0,0.0,93870.0,181800.0,70680.0,32050.0,0.0,0.0,67050.0,758050.0,0.0,0.0,67000.0,13910.0,1147500.0,21280.0,0.0
70513,2012,0.0,0.0,0.0,0.0,0.0,3890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,10690.0,0.0,13160.0,4010.0,50540.0,0.0,93380.0,229670.0,78580.0,23230.0,0.0,0.0,81020.0,1225520.0,0.0,0.0,60830.0,32960.0,2118790.0,26290.0,0.0
