79014,serbs,1505448.0
79014,albanians,1252.0
79014,bosnians,1596.0
79014,bulgarians,1188.0
79014,bunjevci,172.0
79014,vlasi,182.0
79014,goranci,5328.0
79014,yugoslavs,8061.0
79014,hungarians,1810.0
79014,macedonians,6970.0
79014,muslims,3996.0
79014,germans,498.0
79014,roma,27325.0
79014,romanians,1282.0
79014,russians,1301.0
79014,rusini,245.0
79014,slovaks,2104.0
79014,slovenians,1539.0
79014,ukranians,418.0
79014,croats,7752.0
79014,montenegrins,9902.0
79014,rest,7083.0
79014,undeclared,38971.0
79014,regional_assoc,1289.0
79014,unkown,23728.0
70092,serbs,25496.0
70092,albanians,16.0
70092,bosnians,7.0
70092,bulgarians,9.0
70092,goranci,28.0
70092,yugoslavs,36.0
70092,hungarians,10.0
70092,macedonians,85.0
70092,muslims,35.0
70092,germans,6.0
70092,roma,252.0
70092,romanians,10.0
70092,russians,12.0
70092,rusini,2.0
70092,slovaks,7.0
70092,slovenians,10.0
70092,ukranians,6.0
70092,croats,55.0
70092,montenegrins,109.0
70092,rest,32.0
70092,undeclared,266.0
70092,regional_assoc,7.0
70092,unkown,614.0
70106,serbs,146607.0
70106,albanians,125.0
70106,bosnians,137.0
70106,bulgarians,102.0
70106,bunjevci,10.0
70106,vlasi,29.0
70106,goranci,328.0
70106,yugoslavs,678.0
70106,hungarians,163.0
70106,macedonians,727.0
70106,muslims,324.0
70106,germans,39.0
70106,roma,1169.0
70106,romanians,83.0
70106,russians,93.0
70106,rusini,19.0
70106,slovaks,66.0
70106,slovenians,156.0
70106,ukranians,34.0
70106,croats,615.0
70106,montenegrins,906.0
70106,rest,521.0
70106,undeclared,3619.0
70106,regional_assoc,119.0
70106,unkown,1544.0
70114,serbs,50561.0
70114,albanians,43.0
70114,bosnians,39.0
70114,bulgarians,24.0
70114,bunjevci,11.0
70114,vlasi,1.0
70114,goranci,122.0
70114,yugoslavs,601.0
70114,hungarians,62.0
70114,macedonians,176.0
70114,muslims,105.0
70114,germans,22.0
70114,roma,254.0
70114,romanians,34.0
70114,russians,71.0
70114,rusini,16.0
70114,slovaks,22.0
70114,slovenians,97.0
70114,ukranians,7.0
70114,croats,266.0
70114,montenegrins,530.0
70114,rest,328.0
70114,undeclared,1777.0
70114,regional_assoc,63.0
70114,unkown,1101.0
70122,serbs,78979.0
70122,albanians,13.0
70122,bosnians,69.0
70122,bulgarians,161.0
70122,vlasi,3.0
70122,goranci,394.0
70122,yugoslavs,96.0
70122,hungarians,65.0
70122,macedonians,374.0
70122,muslims,198.0
70122,germans,9.0
70122,roma,855.0
70122,romanians,34.0
70122,russians,58.0
70122,rusini,3.0
70122,slovaks,13.0
70122,slovenians,21.0
70122,ukranians,16.0
70122,croats,129.0
70122,montenegrins,256.0
70122,rest,121.0
70122,undeclared,941.0
70122,regional_assoc,31.0
70122,unkown,1068.0
70149,serbs,137132.0
70149,albanians,91.0
70149,bosnians,168.0
70149,bulgarians,165.0
70149,bunjevci,12.0
70149,vlasi,12.0
70149,goranci,372.0
70149,yugoslavs,695.0
70149,hungarians,180.0
70149,macedonians,723.0
70149,muslims,364.0
70149,germans,25.0
70149,roma,1644.0
70149,romanians,80.0
70149,russians,121.0
70149,rusini,13.0
70149,slovaks,78.0
70149,slovenians,121.0
70149,ukranians,34.0
70149,croats,486.0
70149,montenegrins,971.0
70149,rest,523.0
70149,undeclared,3878.0
70149,regional_assoc,119.0
70149,unkown,3801.0
70157,serbs,147810.0
70157,albanians,165.0
70157,bosnians,170.0
70157,bulgarians,81.0
70157,bunjevci,19.0
70157,vlasi,26.0
70157,goranci,383.0
70157,yugoslavs,995.0
70157,hungarians,205.0
70157,macedonians,557.0
70157,muslims,496.0
70157,germans,98.0
70157,roma,5599.0
70157,romanians,64.0
70157,russians,107.0
70157,rusini,38.0
70157,slovaks,170.0
70157,slovenians,156.0
70157,ukranians,85.0
70157,croats,1411.0
70157,montenegrins,748.0
70157,rest,1544.0
70157,undeclared,4821.0
70157,regional_assoc,209.0
70157,unkown,2213.0
70165,serbs,55987.0
70165,albanians,12.0
70165,bosnians,2.0
70165,bulgarians,9.0
70165,bunjevci,3.0
70165,vlasi,3.0
70165,goranci,9.0
70165,yugoslavs,45.0
70165,hungarians,21.0
70165,macedonians,66.0
70165,muslims,45.0
70165,germans,5.0
70165,roma,650.0
70165,romanians,29.0
70165,russians,20.0
70165,rusini,1.0
70165,slovaks,7.0
70165,slovenians,16.0
70165,ukranians,9.0
70165,croats,47.0
70165,montenegrins,166.0
70165,rest,35.0
70165,undeclared,426.0
70165,regional_assoc,3.0
70165,unkown,1006.0
70173,serbs,50231.0
70173,albanians,4.0
70173,bosnians,6.0
70173,bulgarians,25.0
70173,bunjevci,2.0
70173,goranci,17.0
70173,yugoslavs,68.0
70173,hungarians,33.0
70173,macedonians,94.0
70173,muslims,15.0
70173,germans,5.0
70173,roma,1022.0
70173,romanians,5.0
70173,russians,36.0
70173,rusini,1.0
70173,slovaks,4.0
70173,slovenians,11.0
70173,ukranians,6.0
70173,croats,65.0
70173,montenegrins,118.0
70173,rest,36.0
70173,undeclared,535.0
70173,regional_assoc,15.0
70173,unkown,742.0
70181,serbs,190834.0
70181,albanians,223.0
70181,bosnians,343.0
70181,bulgarians,111.0
70181,bunjevci,48.0
70181,vlasi,30.0
70181,goranci,304.0
70181,yugoslavs,1706.0
70181,hungarians,322.0
70181,macedonians,1221.0
70181,muslims,813.0
70181,germans,60.0
70181,roma,3020.0
70181,romanians,90.0
70181,russians,263.0
70181,rusini,66.0
70181,slovaks,177.0
70181,slovenians,394.0
70181,ukranians,42.0
70181,croats,1812.0
70181,montenegrins,2115.0
70181,rest,1415.0
70181,undeclared,7019.0
70181,regional_assoc,231.0
70181,unkown,1847.0
70190,serbs,67185.0
70190,albanians,17.0
70190,bosnians,14.0
70190,bulgarians,26.0
70190,bunjevci,7.0
70190,vlasi,1.0
70190,goranci,5.0
70190,yugoslavs,99.0
70190,hungarians,37.0
70190,macedonians,138.0
70190,muslims,73.0
70190,germans,11.0
70190,roma,1574.0
70190,romanians,43.0
70190,russians,31.0
70190,rusini,2.0
70190,slovaks,18.0
70190,slovenians,14.0
70190,ukranians,8.0
70190,croats,106.0
70190,montenegrins,200.0
70190,rest,131.0
70190,undeclared,1021.0
70190,regional_assoc,6.0
70190,unkown,1757.0
70203,serbs,152061.0
70203,albanians,223.0
70203,bosnians,304.0
70203,bulgarians,175.0
70203,bunjevci,12.0
70203,vlasi,23.0
70203,goranci,2376.0
70203,yugoslavs,863.0
70203,hungarians,296.0
70203,macedonians,953.0
70203,muslims,819.0
70203,germans,81.0
70203,roma,5607.0
70203,romanians,637.0
70203,russians,162.0
70203,rusini,15.0
70203,slovaks,103.0
70203,slovenians,137.0
70203,ukranians,73.0
70203,croats,687.0
70203,montenegrins,915.0
70203,rest,593.0
70203,undeclared,4294.0
70203,regional_assoc,136.0
70203,unkown,1976.0
70211,serbs,100937.0
70211,albanians,105.0
70211,bosnians,114.0
70211,bulgarians,71.0
70211,bunjevci,9.0
70211,vlasi,16.0
70211,goranci,338.0
70211,yugoslavs,400.0
70211,hungarians,103.0
70211,macedonians,536.0
70211,muslims,194.0
70211,germans,18.0
70211,roma,600.0
70211,romanians,40.0
70211,russians,67.0
70211,rusini,21.0
70211,slovaks,38.0
70211,slovenians,91.0
70211,ukranians,34.0
70211,croats,434.0
70211,montenegrins,780.0
70211,rest,333.0
70211,undeclared,2134.0
70211,regional_assoc,64.0
70211,unkown,1164.0
70220,serbs,34742.0
70220,albanians,23.0
70220,bosnians,38.0
70220,bulgarians,27.0
70220,bunjevci,6.0
70220,vlasi,5.0
70220,goranci,128.0
