mun_id,nondisc_roads,mun,nondisc_general,nondisc_solidarity,nondisc_total,self_transfers,nondisc_total_roads,discretionary_transfers,discretionary_transfers_plus_roads,pres_name,party_id,name_abr,name_full,in_gov11,ingov13,fringe13,ingov14,ag1_name_abr,ag1_party_id,ag1_name_full,ag2_name_abr,ag2_party_id,ag2_name_full,ag3_name_abr,ag3_party_id,ag3_name_full,nat_party
71170.0,12775000.0,Trstenik,423800905.0,31221226.0,455022131.0,486627000.0,467797131.0,18829869.0,31604869.0,Miroslav Aleksic,4,URS,Ujedinjeni Regioni Srbije,1,1,1,0,URS,4,Ujedinjeni Regioni Srbije,URS,4,Ujedinjeni Regioni Srbije,URS,4,Ujedinjeni Regioni Srbije,1
71188.0,13396000.0,Tutin,354218248.0,100505157.0,454723405.0,494547000.0,468119405.0,26427595.0,39823595.0,Semsudin Kucevic,32,SDA,Stranka demokratske akcije Sandzaka,0,1,1,0,SDA,32,Stranka demokratske akcije Sandzaka,LP,-4,Local Party,EG,-3,Ethnic Group,0
71196.0,0.0,cicevac,73680280.0,39262203.0,112942483.0,118089000.0,112942483.0,5146517.0,5146517.0,Zlatan Krkic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
71200.0,8280000.0,cuprija,158154429.0,30666747.0,188821176.0,204038000.0,197101176.0,6936824.0,15216824.0,Ninoslav Eric,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
71218.0,18200000.0,Ub,110434162.0,34892987.0,145327149.0,169075000.0,163527149.0,5547851.0,23747851.0,Darko Glisic,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
71226.0,5574000.0,Crna Trava,40608279.0,51464076.0,92072355.0,101824000.0,97646355.0,4177645.0,9751645.0,Slavoljub Blagojevic,7,DSS,Demokratska stranke Srbije,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
71234.0,13857000.0,cajetina,66457645.0,22779366.0,89237011.0,115144000.0,103094011.0,12049989.0,25906989.0,Milan Stamatovic,7,DSS,Demokratska stranke Srbije,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
71242.0,14582000.0,cacak,327716493.0,15835119.0,343551612.0,452902000.0,358133612.0,94768388.0,109350388.0,Vojislav Ilic,15,NS,Nova Srbija,0,1,1,0,NS,15,Nova Srbija,NS,15,Nova Srbija,NS,15,Nova Srbija,1
71269.0,13031000.0,sabac,397162691.0,24948862.0,422111553.0,435630000.0,435142553.0,487447.0,13518447.0,Milos Milosevic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
71277.0,0.0,Lapovo,22020747.0,23486340.0,45507087.0,52195000.0,45507087.0,6687913.0,6687913.0,Nebojsa Miletic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
79014.0,94364000.0,Grad Beograd,0.0,0.0,0.0,480202000.0,94364000.0,385838000.0,480202000.0,Dragan Djilas,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
79022.0,12879000.0,Grad Nis,771387971.0,15321217.0,786709188.0,970576000.0,799588188.0,170987812.0,183866812.0,Zoran Perisic,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
80012.0,0.0,Ada,68424018.0,25782842.0,94206860.0,108756000.0,94206860.0,14549140.0,14549140.0,Zoltan Bilicki,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80039.0,10586000.0,Alibunar,148094544.0,33121624.0,181216168.0,216439000.0,191802168.0,24636832.0,35222832.0,Dusan Jovanovic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80047.0,6015000.0,Apatin,157396388.0,24023749.0,181420137.0,228650000.0,187435137.0,41214863.0,47229863.0,Zivorad Smiljanic,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
80055.0,4176000.0,Bac,82493475.0,30975047.0,113468522.0,138818000.0,117644522.0,21173478.0,25349478.0,Ognjen Markovic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80063.0,7563000.0,Backa Palanka,214514882.0,22483136.0,236998018.0,283953000.0,244561018.0,39391982.0,46954982.0,Aleksandar Djedovac,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
80063.0,7563000.0,Backa Palanka,126677715.0,26314066.0,152991781.0,283953000.0,160554781.0,123398219.0,130961219.0,Aleksandar Djedovac,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
80080.0,0.0,Backi Petrovac,82219260.0,31083581.0,113302841.0,178834000.0,113302841.0,65531159.0,65531159.0,Pavel Marcok,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80098.0,1703000.0,Bela Crkva,155080768.0,37913793.0,192994561.0,217172000.0,194697561.0,22474439.0,24177439.0,Stanko Petrovic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80101.0,1718000.0, Beocin,31508690.0,16083881.0,47592571.0,100659000.0,49310571.0,51348429.0,53066429.0,Bogdan Cvejic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80110.0,0.0,Becej,158360271.0,25423174.0,183783445.0,226674000.0,183783445.0,42890555.0,42890555.0,Vuk Radojevic,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
80128.0,0.0,Vrsac,131782680.0,16349148.0,148131828.0,246666000.0,148131828.0,98534172.0,98534172.0,Cedomir Zivkovic,45,VR,Vrsacka regija,0,0,0,0,VR,45,Vrsacka regija,LP,-4,Local Party,LP,-4,Local Party,0
80136.0,11498000.0,zabalj,151887959.0,34055432.0,185943391.0,223253000.0,197441391.0,25811609.0,37309609.0,Cedomir Bozic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80144.0,6859000.0,zitiste,162719802.0,45051315.0,207771117.0,270602000.0,214630117.0,55971883.0,62830883.0,Dusan Milicev,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
80152.0,1409000.0,Zrenjanin,273831050.0,16162104.0,289993154.0,386809000.0,291402154.0,95406846.0,96815846.0,Ivan Bosnjak,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
80179.0,2871000.0,Indjija,130525590.0,26384847.0,156910437.0,215447000.0,159781437.0,55665563.0,58536563.0,Petar Filipovic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80187.0,7173000.0,Irig,64067473.0,35080709.0,99148182.0,146770000.0,106321182.0,40448818.0,47621818.0,Vladimir Petrovic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80195.0,6975000.0,Kanjiza,59163893.0,15520838.0,74684731.0,127769000.0,81659731.0,46109269.0,53084269.0,Mihalj Njilas,6,SVM,Savez vojvodjanskih madjara,0,0,0,0,EG,-3,Ethnic Group,SVM,6,Savez vojvodjanskih madjara,EG,-3,Ethnic Group,1
80209.0,2759000.0,Kikinda,211264659.0,22806325.0,234070984.0,291692000.0,236829984.0,54862016.0,57621016.0,Savo Dobranic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80217.0,0.0,Kovacica,184628293.0,38002596.0,222630889.0,264967000.0,222630889.0,42336111.0,42336111.0,Miroslav Krisan,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80225.0,3547000.0,Kovin,183858698.0,32183727.0,216042425.0,269832000.0,219589425.0,50242575.0,53789575.0,Gordana Zoric,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
80233.0,0.0,Kula,178939335.0,25467293.0,204406628.0,252770000.0,204406628.0,48363372.0,48363372.0,Dragan Trifunovic,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
80241.0,1244000.0,Mali Idjos,55825818.0,39638444.0,95464262.0,115362000.0,96708262.0,18653738.0,19897738.0,Marko Rovcanin,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
80250.0,3618000.0,Nova Crnja,86544526.0,33828141.0,120372667.0,147284000.0,123990667.0,23293333.0,26911333.0,Danica Stricevic,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
80268.0,0.0,Novi Becej,116397603.0,25796873.0,142194476.0,183470000.0,142194476.0,41275524.0,41275524.0,Sasa Sucurovic,20,LDP,Liberalno-demokratska partija,0,-1,0,0,LDP,20,Liberalno-demokratska partija,LDP,20,Liberalno-demokratska partija,LDP,20,Liberalno-demokratska partija,1
80276.0,1546000.0,Novi Knezevac,68544563.0,31129611.0,99674174.0,139603000.0,101220174.0,38382826.0,39928826.0,Dragan Babic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80292.0,3889000.0,Opovo,56038783.0,34416522.0,90455305.0,109636000.0,94344305.0,15291695.0,19180695.0,Milorad Soldatovic,39,GGMS,Grupa Gradjana Milorad Soldatovic,0,0,0,0,CG,-2,Citizen Group,LP,-4,Local Party,CG,-2,Citizen Group,0
80306.0,2975000.0,Odzaci,213722855.0,31993685.0,245716540.0,310355000.0,248691540.0,61663460.0,64638460.0,Dusan Marijan,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
80314.0,4008000.0,Pancevo,278464279.0,13922226.0,292386505.0,364134000.0,296394505.0,67739495.0,71747495.0,Pavle Radanov,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
80322.0,12902000.0,Pecinci,56434385.0,16745654.0,73180039.0,125507000.0,86082039.0,39424961.0,52326961.0,Sava Cojic,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
80349.0,0.0,Plandiste,124253643.0,46156402.0,170410045.0,206294000.0,170410045.0,35883955.0,35883955.0,Milan Selakovic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80357.0,2328000.0,Ruma,217314294.0,25207766.0,242522060.0,305699000.0,244850060.0,60848940.0,63176940.0,Goran Vukovic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80365.0,1003000.0,Senta,73094960.0,14915510.0,88010470.0,115209000.0,89013470.0,26195530.0,27198530.0,Cegledi Rudolf,6,SVM,Savez vojvodjanskih madjara,0,0,0,0,EG,-3,Ethnic Group,SVM,6,Savez vojvodjanskih madjara,EG,-3,Ethnic Group,1
80373.0,7596000.0,Secanj,96766854.0,27111770.0,123878624.0,155067000.0,131474624.0,23592376.0,31188376.0,Predrag Milosevic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80381.0,7558000.0, Sombor,360524859.0,23996837.0,384521696.0,431293000.0,392079696.0,39213304.0,46771304.0,Nemanja Delic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80390.0,3813000.0,Srbobran,65065539.0,36405901.0,101471440.0,139740000.0,105284440.0,34455560.0,38268560.0,Zoran Mladenovic,3,SPS,Socijalisticka Partija Srbije,1,1,0,1,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,SPS,3,Socijalisticka Partija Srbije,1
80403.0,9646000.0,Sremska Mitrovica,263551732.0,23622090.0,287173822.0,372883000.0,296819822.0,76063178.0,85709178.0,Branislav Nedimovic,28,GGVM,Grupa Gradjana Vredna Mitrovica,0,0,0,0,CG,-2,Citizen Group,LP,-4,Local Party,CG,-2,Citizen Group,0
80411.0,0.0,Sremski Karlovci,19595322.0,15845103.0,35440425.0,81134000.0,35440425.0,45693575.0,45693575.0,Milenko Filipovic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80420.0,3889000.0,Stara Pazova,190117881.0,23360828.0,213478709.0,242087000.0,217367709.0,24719291.0,28608291.0,Djordje Radinovic,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
80438.0,8594000.0,Subotica,364981498.0,15019302.0,380000800.0,524573000.0,388594800.0,135978200.0,144572200.0,Modest Dulic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80446.0,3623000.0,Temerin,92015317.0,24234184.0,116249501.0,170589000.0,119872501.0,50716499.0,54339499.0,Vladislav Capik,6,SVM,Savez vojvodjanskih madjara,0,0,0,0,EG,-3,Ethnic Group,SVM,6,Savez vojvodjanskih madjara,EG,-3,Ethnic Group,1
80454.0,1421000.0,Titel,94903209.0,36904655.0,131807864.0,148261000.0,133228864.0,15032136.0,16453136.0,Dragan Bozic,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
80462.0,13439000.0,Vrbas,171325612.0,22385433.0,193711045.0,247185000.0,207150045.0,40034955.0,53473955.0,Milan Stanimirovic,2,DS,Demokratska Stranka,1,-1,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
80489.0,0.0,coka,103396023.0,48975654.0,152371677.0,185610000.0,152371677.0,33238323.0,33238323.0,Balaz Ferenc,6,SVM,Savez vojvodjanskih madjara,0,0,0,0,EG,-3,Ethnic Group,SVM,6,Savez vojvodjanskih madjara,EG,-3,Ethnic Group,1
80497.0,2275000.0,sid,182582188.0,33341979.0,215924167.0,239118000.0,218199167.0,20918833.0,23193833.0,Nikola Vasic,1,SNS,Srpska Napredna Stranka,0,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
